sentence,label,author,tok_lem_sentence,word_count
"He concluded, that all his conspiracy was discovered, at least suspected; and that the easiest punishment which he had reason to apprehend, was a new and more severe confinement: he therefore excused himself to the council on pretence of an indisposition; and he immediately despatched messages to his more intimate confederates, requesting their advice and assistance in the present critical situation of his affairs.",1,Hume,"['concluded', 'conspiracy', 'discovered', 'least', 'suspected', 'easiest', 'punishment', 'reason', 'apprehend', 'new', 'severe', 'confinement', 'therefore', 'cused', 'council', 'pretence', 'indisposition', 'immediately', 'despatched', 'message', 'intimate', 'confederate', 'requesting', 'advice', 'assistance', 'present', 'critical', 'situation', 'affair']",63
"And surely not in all of a part, for then the difficulty of the whole will recur; it will be equal to or greater than any part in which it is.",2,Plato,"['surely', 'part', 'difficulty', 'whole', 'recur', 'equal', 'greater', 'part']",30
"Drip thy sweetest dew, thou honey of my heart!",4,Nietzsche,"['drip', 'thy', 'sweetest', 'dew', 'thou', 'honey', 'heart']",8
Henry too entered into the confederacy; but was not put to any expense or trouble in consequence of his engagements.,1,Hume,"['henry', 'entered', 'confederacy', 'put', 'pense', 'trouble', 'consequence', 'engagement']",19
"This bold action, which its very temerity perhaps rendered safe, was executed with little loss, and filled all that part of the world with the renown of English valor.",1,Hume,"['bold', 'action', 'temerity', 'perhaps', 'rendered', 'safe', 'ecuted', 'little', 'loss', 'filled', 'part', 'world', 'renown', 'english', 'valor']",28
"These principles are the proper laws of nature, which may be termed dynamical.",0,Kant,"['principle', 'proper', 'law', 'nature', 'may', 'termed', 'dynamical']",12
", how Zeus and Poseidon and Pluto divided the empire which they inherited from their father.",2,Plato,"['zeus', 'poseidon', 'pluto', 'divided', 'empire', 'inherited', 'father']",15
": There appears to be no other alternative, Socrates.",2,Plato,"['appears', 'alternative', 'socrates']",8
"In its ideals, reason aims at complete and perfect determination according to priori rules; and hence it cogitates an object, which must be completely determinable in conformity with principles, although all empirical conditions are absent, and the conception of the object is on this account transcendent.",0,Kant,"['ideal', 'reason', 'aim', 'complete', 'perfect', 'determination', 'according', 'priori', 'rule', 'hence', 'cogitates', 'object', 'must', 'completely', 'determinable', 'conformity', 'principle', 'although', 'empirical', 'condition', 'absent', 'conception', 'object', 'account', 'transcendent']",45
"At last he was persuaded to step forth, but he still kept at some distance; and he asked the meaning of their intrusion and importunity.",1,Hume,"['last', 'persuaded', 'step', 'forth', 'still', 'kept', 'distance', 'asked', 'meaning', 'intrusion', 'importunity']",24
"The French admiral, who expected from the Mediterranean a renforcement of some galleys under the command of Prejeant de Bidoux, kept within the harbor, and saw with patience the English burn and destroy the country in the neighborhood.",1,Hume,"['french', 'admiral', 'pected', 'mediterranean', 'renforcement', 'galley', 'command', 'prejeant', 'de', 'bidou', 'kept', 'within', 'harbor', 'saw', 'patience', 'english', 'burn', 'destroy', 'country', 'neighborhood']",37
"If any person shoots off a bow, there is always an irrational strength and agency in the act.",4,Nietzsche,"['person', 'shoot', 'bow', 'always', 'irrational', 'strength', 'agency', 'act']",17
"This leads us backward upon our footsteps to perceive our error in attributing a continued existence to our perceptions, and is the origin of many very curious opinions, which we shall here endeavour to account for.",1,Hume,"['lead', 'u', 'backward', 'upon', 'footstep', 'perceive', 'error', 'attributing', 'continued', 'istence', 'perception', 'origin', 'many', 'curious', 'opinion', 'shall', 'endeavour', 'account']",35
"Men are not blamed for such evil actions as they perform ignorantly and casually, whatever may be their consequences.",1,Hume,"['men', 'blamed', 'evil', 'action', 'perform', 'ignorantly', 'casually', 'whatever', 'may', 'consequence']",18
"Thus acts the powerful, the superior, the original state founder, who subjugates the weaker.",4,Nietzsche,"['thus', 'act', 'powerful', 'superior', 'original', 'state', 'founder', 'subjugates', 'weaker']",13
": When things have an accompanying charm, either the best thing in them is this very charm, or there is some rightness or utility possessed by them;--for example, I should say that eating and drinking, and the use of food in general, have an accompanying charm which we call pleasure; but that this rightness and utility is just the healthfulness of the things served up to us, which is their true rightness.",2,Plato,"['thing', 'accompanying', 'charm', 'either', 'best', 'thing', 'charm', 'rightness', 'utility', 'possessed', 'ample', 'say', 'eating', 'drinking', 'use', 'food', 'general', 'accompanying', 'charm', 'call', 'pleasure', 'rightness', 'utility', 'healthfulness', 'thing', 'served', 'u', 'true', 'rightness']",71
"You have taken the whole machine of government in pieces, said Charles, in a discourse to the parliament; a practice frequent with skilful artists, when they desire to clear the wheels from any rust which may have grown upon them.",1,Hume,"['taken', 'whole', 'machine', 'government', 'piece', 'said', 'charles', 'discourse', 'parliament', 'practice', 'frequent', 'skilful', 'artist', 'desire', 'clear', 'wheel', 'rust', 'may', 'grown', 'upon']",39
"Leaving the poets, and keeping to ourselves, let us try the mettle of one another and make proof of the truth in conversation.",2,Plato,"['leaving', 'poet', 'keeping', 'let', 'u', 'try', 'mettle', 'one', 'another', 'make', 'proof', 'truth', 'conversation']",22
The fables on this subject have been invented by women and charmers.,3,Aristotle,"['fable', 'subject', 'invented', 'woman', 'charmer']",11
"Consequently, everything that happens presupposes a previous condition, which it follows with absolute certainty, in conformity with a rule.",0,Kant,"['consequently', 'everything', 'happens', 'presupposes', 'previous', 'condition', 'follows', 'absolute', 'certainty', 'conformity', 'rule']",18
"In 1742, I printed at Edinburgh the first part of my Essays.",1,Hume,"['printed', 'edinburgh', 'first', 'part', 'essay']",11
Quoted with a few changes.,4,Nietzsche,"['quoted', 'change']",4
"She was pre-eminent in courage and military skill, and was the leader of the Hellenes.",2,Plato,"['pre', 'eminent', 'courage', 'military', 'skill', 'leader', 'hellene']",14
"There is no impossibility in all this; that there is a difficulty, we acknowledge ourselves.",2,Plato,"['impossibility', 'difficulty', 'acknowledge']",14
"We are affected with the same sentiments, when we lie so much out of the sphere of their activity, that they cannot even be supposed to possess the power of serving us.",1,Hume,"['affected', 'sentiment', 'lie', 'much', 'sphere', 'activity', 'even', 'supposed', 'posse', 'power', 'serving', 'u']",31
"If any one voluntarily obeys this law, the next of kin to the deceased, seeing all that has happened, shall take pity on him, and make peace with him, and show him all gentleness.",2,Plato,"['one', 'voluntarily', 'obeys', 'law', 'ne', 'kin', 'deceased', 'seeing', 'happened', 'shall', 'take', 'pity', 'make', 'peace', 'show', 'gentleness']",33
"Whatever we may imagine concerning the usual truth and sincerity of men who live in a rude and barbarous state, there is much more falsehood, and even perjury, among them, than among civilized nations: virtue, which is nothing but a more enlarged and more cultivated reason, never flourishes to any degree, nor is founded on steady principles of honor, except where a good education becomes general; and where men are taught the pernicious consequences of vice, treachery, and immorality.",1,Hume,"['whatever', 'may', 'imagine', 'concerning', 'usual', 'truth', 'sincerity', 'men', 'live', 'rude', 'barbarous', 'state', 'much', 'falsehood', 'even', 'perjury', 'among', 'among', 'civilized', 'nation', 'virtue', 'nothing', 'enlarged', 'cultivated', 'reason', 'never', 'flourish', 'degree', 'founded', 'steady', 'principle', 'honor', 'cept', 'good', 'education', 'becomes', 'general', 'men', 'taught', 'pernicious', 'consequence', 'vice', 'treachery', 'immorality']",78
"The intention, as we affirm, of a reasonable statesman, is not what the many declare to be the object of a good legislator, namely, that the state for the true interests of which he is advising should be as great and as rich as possible, and should possess gold and silver, and have the greatest empire by sea and land;--this they imagine to be the real object of legislation, at the same time adding, inconsistently, that the true legislator desires to have the city the best and happiest possible.",2,Plato,"['intention', 'affirm', 'reasonable', 'statesman', 'many', 'declare', 'object', 'good', 'legislator', 'namely', 'state', 'true', 'interest', 'advising', 'great', 'rich', 'possible', 'posse', 'gold', 'silver', 'greatest', 'empire', 'sea', 'land', 'imagine', 'real', 'object', 'legislation', 'time', 'adding', 'inconsistently', 'true', 'legislator', 'desire', 'city', 'best', 'happiest', 'possible']",88
"The judgement of taste rests on a priori grounds To establish a priori the connexion of the feeling of a pleasure or pain as an effect, with any representation whatever as its cause, is absolutely impossible; for that would be a causal relation which can always only be cognised a posteriori, and through the medium of experience itself.",0,Kant,"['judgement', 'taste', 'rest', 'priori', 'ground', 'establish', 'priori', 'conne', 'ion', 'feeling', 'pleasure', 'pain', 'effect', 'representation', 'whatever', 'cause', 'absolutely', 'impossible', 'would', 'causal', 'relation', 'always', 'cognised', 'posteriori', 'medium', 'perience']",57
": Let us assume that there is a motion able to move other things, but not to move itself; that is one kind; and there is another kind which can move itself as well as other things, working in composition and decomposition, by increase and diminution and generation and destruction--that is also one of the many kinds of motion.",2,Plato,"['let', 'u', 'assume', 'motion', 'able', 'move', 'thing', 'move', 'one', 'kind', 'another', 'kind', 'move', 'well', 'thing', 'working', 'composition', 'decomposition', 'increase', 'diminution', 'generation', 'destruction', 'also', 'one', 'many', 'kind', 'motion']",58
"But, it may be, to call Happiness the Chief Good is a mere truism, and what is wanted is some clearer account of its real nature.",3,Aristotle,"['may', 'call', 'happiness', 'chief', 'good', 'mere', 'truism', 'wanted', 'clearer', 'account', 'real', 'nature']",25
